variant,seed,checkpoint,score_main,tstr_macro_f1,disc_auc_gap,unconditional_w1,conditional_w1,train_seconds,eval_seconds
baseline_fm,0,1000,2.2923346063084242,0.15312156085973547,0.5,50.56947372403522,49.68251001277732,191.04220628738403,157.2002465724945
baseline_fm,0,2000,1.7691770482384512,0.2685528228439082,0.5,18.020028955428007,17.822752412213532,381.1374387741089,157.36974501609802
baseline_fm,0,4000,1.6790307356117165,0.19676221755880205,0.4990337217189578,14.011145595622196,13.98683160914248,599.6481187343597,153.21485996246338
baseline_fm,0,8000,2.331722051525961,0.19783564648929267,0.4992630840606256,90.1518708575774,89.03976624442517,882.8504891395569,153.20963096618652
baseline_fm,0,12000,1.3396167492916053,0.2040960447927231,0.4999696116411319,6.632269994045699,6.666235977902043,1166.175974369049,153.38034629821777
baseline_fm,0,16000,2.0016197589444436,0.23159664981881378,0.4999235719084469,78.28467676180695,78.20071711302252,1449.893728017807,153.3294804096222
baseline_fm,0,20000,1.4660490559043893,0.20921384666063247,0.49995768217506537,8.884201479803508,8.908623912628421,1732.8491425514221,148.4120786190033
baseline_fm,1,1000,2.9702611946070854,0.19053649079317045,0.5,465.6756499560088,440.7078366135881,180.9448413848877,148.21927571296692
baseline_fm,1,2000,2.1439085642229063,0.1853905950189226,0.4999874887350821,140.1363797246015,131.82379915601155,361.41710329055786,148.42824244499207
baseline_fm,1,4000,2.53915531087848,0.2146231360656227,0.49870599371106855,132.05181102138886,130.24876713244558,574.0442552566528,148.47681164741516
baseline_fm,1,8000,1.59456027349404,0.22817843120584572,0.49736579846070095,12.114511324836643,12.04133852740732,850.664847612381,148.40418148040771
baseline_fm,1,12000,2.371200956037025,0.21877060763941644,0.49575874310070284,146.6728538359149,145.53179340142262,1127.7606842517853,149.6531572341919
baseline_fm,1,16000,1.576468959867488,0.20683578377798983,0.4994723884843144,11.433796386952523,11.31014288351013,1406.9801499843597,150.230530500412
baseline_fm,1,20000,2.351994069399991,0.19215876006260768,0.4994742905568336,192.10505567990376,190.93645609501667,1689.4255685806274,150.15318512916565
baseline_fm,2,1000,2.8146813502231383,0.18823676906814932,0.5,316.7970703766554,303.9949710706462,182.99964427947998,150.3256688117981
baseline_fm,2,2000,2.0597627639393785,0.1904075174318789,0.4999998665227765,96.77399675605018,90.80156550986402,365.35410499572754,150.34792137145996
baseline_fm,2,4000,1.7460620604960948,0.20322744642949264,0.49929199113675277,16.502436996219725,16.12246581118691,579.7040731906891,150.3869230747223
baseline_fm,2,8000,2.0572349170816024,0.20580075479510462,0.499895671879344,78.50878983017265,76.51644817636013,857.9726123809814,150.29746794700623
baseline_fm,2,12000,1.37268755752687,0.23900787487365852,0.49689765770550826,7.316977518027758,7.292961090949425,1136.4405748844147,150.4120168685913
baseline_fm,2,16000,2.0399307663629975,0.19690225904916323,0.4987660485757335,78.88543502321409,77.66484599797275,1416.0318071842194,150.51253294944763
baseline_fm,2,20000,2.0724645821621945,0.1764897412109625,0.4996398998736778,82.50978372407808,80.00952213074265,1698.6922087669373,150.3047308921814
local_causal_ot,0,1000,2.2253697937228245,0.19525763965041665,0.5,44.7003343343633,44.02269546064405,359.75744009017944,149.31160187721252
local_causal_ot,0,2000,1.5144357662069285,0.2512224474432137,0.5,10.159867213511495,10.14771775863553,718.5724558830261,149.31442737579346
local_causal_ot,0,4000,1.2807952856048719,0.282237427313802,0.5,6.0359328975123745,6.075353688303225,1286.515368938446,149.23982405662537
local_causal_ot,0,8000,2.4751795959353267,0.182476682638388,0.5,156.8311754395174,156.50894318961056,2272.7669639587402,149.18499374389648
local_causal_ot,0,12000,1.2853633442395591,0.21969456844105592,0.499999988310492,5.98708682123747,6.051224105654467,3260.0280759334564,149.23645663261414
local_causal_ot,0,16000,1.84460495431238,0.18054928181012211,0.5,72.16509612225275,72.0397561328723,4247.236487150192,149.1509759426117
local_causal_ot,0,20000,1.277850094280776,0.1608987596610445,0.49999660447462074,5.73434921300185,5.76985181229101,5237.539376497269,149.12065815925598
local_causal_ot,1,1000,2.9529318750433937,0.193952035819705,0.5,481.6827470219121,456.80453538331494,359.83589267730713,149.62546968460083
local_causal_ot,1,2000,1.9817528743738422,0.18021510093193283,0.49999930434223055,109.80696240486469,106.46618547234765,720.968555688858,150.90988039970398
local_causal_ot,1,4000,2.6248228804709206,0.18514003177565877,0.5,167.22108271648355,166.07951249504399,1291.9201612472534,150.83185029029846
local_causal_ot,1,8000,1.4003848770820533,0.21332514429740243,0.4997002551176224,7.9433354324410415,7.962325272655654,2282.373374938965,150.7617528438568
local_causal_ot,1,12000,2.0249768135893156,0.177682752235549,0.4999989088031958,85.00983274885714,84.71968878433113,3272.887704372406,150.8960964679718
local_causal_ot,1,16000,1.2447925629056824,0.2475540648577789,0.4999808661996597,5.7380420557138905,5.733677316676078,4264.403411388397,150.9280300140381
local_causal_ot,1,20000,1.8457343778291648,0.21128860071546476,0.49994058319311224,72.19075806612577,71.85876837786084,5260.127564907074,151.0214924812317
local_causal_ot,2,1000,2.7728848287489214,0.20459896871627592,0.5,326.9065922261404,314.16213292277683,362.037962436676,151.07488799095154
local_causal_ot,2,2000,1.7958591140648743,0.24674021160958035,0.5,52.1042015878013,50.77229125718436,723.1266663074493,151.11793160438538
local_causal_ot,2,4000,1.433566951976773,0.1890270576453965,0.4999907624727458,8.393363463968031,8.304888419338097,1294.1161484718323,150.98510837554932
local_causal_ot,2,8000,1.787839695401028,0.2045546573114344,0.4999313325751092,62.55285256036271,62.1315791748244,2293.324278354645,155.4335117340088
local_causal_ot,2,12000,1.270634503084457,0.18499879426689622,0.4998397379103217,5.684879849364189,5.6991098547296595,3296.1958644390106,155.64767622947693
local_causal_ot,2,16000,1.9112598698660097,0.18404669683717065,0.49934801429773,80.59457663018038,79.79031540028201,4300.624726057053,155.44495844841003
local_causal_ot,2,20000,1.916717155173855,0.24725902743137698,0.49923148097760334,79.92517682829528,78.70548999428094,5309.523881912231,155.47860312461853
conditional_current_matching,0,1000,2.172135892695963,0.1731217814067677,0.5,39.98250756643005,39.37191112719935,276.8177824020386,155.19591188430786
conditional_current_matching,0,2000,1.6405616617282204,0.15821138595547016,0.5,12.69719555361794,12.648695523027827,553.0160422325134,155.29480242729187
conditional_current_matching,0,4000,1.3436811659994217,0.19423269088890424,0.5,6.662917463136755,6.660873583236897,950.2379670143127,155.156170129776
conditional_current_matching,0,8000,2.0323144652217207,0.23547588400909167,0.5,49.82103071158224,49.38417263349078,1590.0283198356628,155.46591997146606
conditional_current_matching,0,12000,1.1410151435868736,0.2106632739514638,0.49999834008986893,4.214624859314381,4.169648169666915,2229.5326759815216,155.36175346374512
conditional_current_matching,0,16000,1.6557414016299188,0.19949529044477002,0.5,33.10411324307261,32.966567663517715,2870.1554930210114,155.27343583106995
conditional_current_matching,0,20000,1.1790105791059335,0.17409433115163123,0.5,4.458160617117589,4.438744583030764,3514.7689604759216,155.31467485427856
conditional_current_matching,1,1000,2.930485282141395,0.1737618076167419,0.5,408.9424050011767,391.3240923557726,276.90212059020996,155.35848355293274
conditional_current_matching,1,2000,1.9294334225297536,0.19003365871015765,0.49999977980358484,97.22282091054173,94.7232757414211,553.1780033111572,155.43030786514282
conditional_current_matching,1,4000,2.700023466510146,0.20279192288358996,0.5,206.72930949237684,205.84945410132934,942.6148114204407,149.71449208259583
conditional_current_matching,1,8000,1.8515857894684578,nan,0.5,11.762896739485603,11.811685622715435,1570.0797350406647,149.1046359539032
conditional_current_matching,1,12000,2.6847393537238347,0.14751946801994925,0.5,134.587200467926,134.55251718982993,2196.910131454468,148.32153844833374
conditional_current_matching,1,16000,1.5005859906880348,0.16133548760268993,0.5,8.138475961214457,8.139970109973033,2825.9826369285583,149.5817494392395
conditional_current_matching,1,20000,2.065684298532927,0.15518386699979678,0.5,107.81863257763344,107.70596665082952,3459.251009464264,149.80860471725464
conditional_current_matching,2,1000,2.726907697777429,0.17990217010353793,0.5,262.17010416528717,254.09814293766678,269.68845534324646,149.5277328491211
conditional_current_matching,2,2000,1.868946503877886,0.1770196983144121,0.5,47.543332927207395,46.210934585605536,535.5494928359985,146.9990234375
conditional_current_matching,2,4000,1.3784458830798672,0.21255650178279017,0.5,7.546143582492724,7.4843262810323905,920.336888551712,146.8238914012909
conditional_current_matching,2,8000,1.7229555988962728,0.2237578139122616,0.4999963294944989,44.51787300525546,43.66321545733887,1543.4575283527374,146.87369751930237
conditional_current_matching,2,12000,1.0808537418081017,0.2313115041948033,0.4999837282049124,3.6995331446394673,3.695446015480632,2166.5917093753815,146.87261199951172
conditional_current_matching,2,16000,1.719816448915495,0.211147306537244,0.49995034297016366,55.82527904953189,55.27053214224273,2796.33412194252,149.76051449775696
conditional_current_matching,2,20000,1.7050737868660677,0.22746378371315745,0.5,49.98450074096198,49.332846725788784,3429.678870201111,149.88451743125916
